Appliances,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,Hour,DayOfWeek,Month,Is_Weekend,Avg_Indoor_Temp,Avg_Indoor_RH,Temp_Diff,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,rolling_mean_3,rolling_mean_6,rolling_mean_12,rolling_std_6
50,-3.16666666666667,771.7,92.0,1.0,36.0,-4.26666666666667,8,1,2,0,16.38592592592591,43.5362962962963,19.552592592592582,40.0,40.0,40.0,60.0,60.0,50.0,40.0,48.333333333333336,46.666666666666664,9.83192080251382
60,-2.8333333333333295,771.7999999999998,92.0,1.0,41.0,-3.9333333333333296,8,1,2,0,16.377407407407414,43.327037037037044,19.210740740740743,50.0,40.0,40.0,40.0,60.0,60.0,43.333333333333336,48.333333333333336,47.5,9.83192080251382
520,-2.5,771.9,92.0,1.0,46.0,-3.6,8,1,2,0,16.41074074074074,43.164259259259254,18.91074074074074,60.0,50.0,40.0,40.0,40.0,60.0,50.0,48.333333333333336,48.333333333333336,9.83192080251382
690,-2.16666666666667,772.0,92.0,1.0,51.0,-3.2666666666666706,8,1,2,0,16.385185185185176,42.93222222222222,18.551851851851847,520.0,60.0,50.0,40.0,40.0,40.0,210.0,125.0,87.5,193.67498547824974
420,-1.8333333333333297,772.1,92.0,1.0,56.0,-2.93333333333333,8,1,2,0,16.374074074074077,42.872962962962966,18.207407407407405,690.0,520.0,60.0,50.0,40.0,40.0,423.3333333333333,233.33333333333334,141.66666666666666,292.96188603070357
310,-1.5,772.2,92.0,1.0,61.0,-2.6,9,1,2,0,16.432592592592595,42.866666666666674,17.932592592592595,420.0,690.0,520.0,60.0,50.0,40.0,543.3333333333334,296.6666666666667,173.33333333333334,283.7369673952743
270,-1.26666666666667,772.2,93.0,1.0,61.0,-2.2333333333333294,9,1,2,0,16.473333333333322,42.811851851851856,17.73999999999999,310.0,420.0,690.0,520.0,60.0,50.0,473.3333333333333,341.6666666666667,195.0,254.82673852378005
230,-1.03333333333333,772.2,94.0,1.0,61.0,-1.86666666666667,9,1,2,0,16.517222222222223,42.76509259259259,17.550555555555555,270.0,310.0,420.0,690.0,520.0,60.0,333.3333333333333,378.3333333333333,213.33333333333334,217.56991213554087
230,-0.8,772.2,95.0,1.0,61.0,-1.5,9,1,2,0,16.57518518518519,42.76296296296297,17.37518518518519,230.0,270.0,310.0,420.0,690.0,520.0,270.0,406.6666666666667,227.5,174.66157753400427
150,-0.566666666666667,772.2,96.0,1.0,61.0,-1.13333333333333,9,1,2,0,16.635185185185186,42.77037037037036,17.201851851851853,230.0,230.0,270.0,310.0,420.0,690.0,243.33333333333334,358.3333333333333,241.66666666666666,177.13460042201515
70,-0.333333333333333,772.2,97.0,1.0,61.0,-0.766666666666667,9,1,2,0,16.734814814814815,42.84685185185186,17.068148148148147,150.0,230.0,230.0,270.0,310.0,420.0,203.33333333333334,268.3333333333333,250.83333333333334,91.30534851073595
100,-0.1,772.2,98.0,1.0,61.0,-0.4,10,1,2,0,16.844074074074072,42.80629629629629,16.944074074074074,70.0,150.0,230.0,230.0,270.0,310.0,150.0,210.0,253.33333333333334,86.7179335547168
390,0.2,772.216666666667,96.5,1.16666666666667,61.5,-0.333333333333333,10,1,2,0,16.91111111111111,42.788333333333334,16.711111111111112,100.0,70.0,150.0,230.0,230.0,270.0,106.66666666666667,175.0,258.3333333333333,80.4363102087625
270,0.5,772.233333333333,95.0,1.33333333333333,62.0,-0.266666666666667,10,1,2,0,16.957037037037033,42.87888888888889,16.457037037037033,390.0,100.0,70.0,150.0,230.0,230.0,186.66666666666666,195.0,286.6666666666667,115.88787684654626
280,0.8,772.25,93.5,1.5,62.5,-0.2,10,1,2,0,17.02777777777777,42.92407407407407,16.22777777777777,270.0,390.0,100.0,70.0,150.0,230.0,253.33333333333334,201.66666666666666,304.1666666666667,119.40128419186681
260,1.1,772.266666666667,92.0,1.66666666666667,63.0,-0.133333333333333,10,1,2,0,17.13240740740741,42.939537037037034,16.03240740740741,280.0,270.0,390.0,100.0,70.0,150.0,313.3333333333333,210.0,284.1666666666667,123.45039489608884
240,1.4,772.283333333333,90.5,1.8333333333333297,63.5,-0.0666666666666667,10,1,2,0,17.19814814814815,42.97740740740741,15.79814814814815,260.0,280.0,270.0,390.0,100.0,70.0,270.0,228.33333333333334,248.33333333333334,120.89940722214872
260,1.7,772.2999999999998,89.0,2.0,64.0,0.0,11,1,2,0,17.299259259259266,42.944444444444436,15.599259259259266,240.0,260.0,280.0,270.0,390.0,100.0,260.0,256.6666666666667,233.33333333333334,93.09493362512781
190,1.9,772.283333333333,85.3333333333333,2.3333333333333295,60.0,-0.45,11,1,2,0,17.372962962962966,42.90296296296296,15.472962962962965,260.0,240.0,260.0,280.0,270.0,390.0,253.33333333333334,283.3333333333333,229.16666666666666,53.91351098441794
120,2.1,772.266666666667,81.6666666666667,2.66666666666667,56.0,-0.9,11,1,2,0,17.429259259259254,42.82592592592592,15.329259259259254,190.0,260.0,240.0,260.0,280.0,270.0,230.0,250.0,222.5,32.24903099319854
70,2.3,772.25,78.0,3.0,52.0,-1.35,11,1,2,0,17.492222222222228,42.74481481481481,15.192222222222227,120.0,190.0,260.0,240.0,260.0,280.0,190.0,225.0,213.33333333333334,59.916608715783255
50,2.5,772.233333333333,74.3333333333333,3.3333333333333295,48.0,-1.8,11,1,2,0,17.542592592592584,42.60444444444443,15.042592592592584,70.0,120.0,190.0,260.0,240.0,260.0,126.66666666666667,190.0,200.0,79.49842765740884
70,2.7,772.216666666667,70.6666666666667,3.6666666666666705,44.0,-2.25,11,1,2,0,17.56222222222222,42.36444444444444,14.862222222222222,50.0,70.0,120.0,190.0,260.0,240.0,80.0,155.0,191.66666666666666,88.26097665446638
40,2.9,772.2,67.0,4.0,40.0,-2.7,12,1,2,0,17.540000000000003,41.65888888888888,14.640000000000002,70.0,50.0,70.0,120.0,190.0,260.0,63.333333333333336,126.66666666666667,191.66666666666666,82.6236447190931
40,3.03333333333333,772.116666666667,66.6666666666667,4.0,40.0,-2.65,12,1,2,0,17.584999999999997,41.24416666666665,14.551666666666668,40.0,70.0,50.0,70.0,120.0,190.0,53.333333333333336,90.0,186.66666666666666,56.21387729022295
40,3.16666666666667,772.033333333333,66.3333333333333,4.0,40.0,-2.6,12,1,2,0,17.65888888888889,40.772222222222226,14.49222222222222,40.0,40.0,70.0,50.0,70.0,120.0,50.0,65.0,157.5,30.166206258000656
60,3.3,771.95,66.0,4.0,40.0,-2.55,12,1,2,0,17.72925925925926,40.44814814814816,14.429259259259258,40.0,40.0,40.0,70.0,50.0,70.0,40.0,51.666666666666664,138.33333333333334,14.71960144388772
80,3.43333333333333,771.866666666667,65.6666666666667,4.0,40.0,-2.5,12,1,2,0,17.812222222222218,40.15074074074075,14.378888888888888,60.0,40.0,40.0,40.0,70.0,50.0,46.666666666666664,50.0,120.0,12.649110640682782
170,3.56666666666667,771.783333333333,65.3333333333333,4.0,40.0,-2.45,12,1,2,0,17.90407407407408,39.94703703703702,14.337407407407412,80.0,60.0,40.0,40.0,40.0,70.0,60.0,55.0,105.0,17.6068168616657
70,3.7,771.7,65.0,4.0,40.0,-2.4,13,1,2,0,17.987777777777776,39.784444444444446,14.287777777777777,170.0,80.0,60.0,40.0,40.0,40.0,103.33333333333333,71.66666666666667,99.16666666666667,50.76087732365257
60,3.8166666666666704,771.6833333333329,64.0,3.8333333333333295,40.0,-2.5166666666666706,13,1,2,0,18.0611111111111,39.637407407407416,14.24444444444443,70.0,170.0,80.0,60.0,40.0,40.0,106.66666666666667,76.66666666666667,83.33333333333333,48.44240566556235
70,3.9333333333333296,771.6666666666669,63.0,3.6666666666666705,40.0,-2.63333333333333,13,1,2,0,18.154259259259252,39.46555555555556,14.220925925925922,60.0,70.0,170.0,80.0,60.0,40.0,100.0,80.0,72.5,46.04345773288797
60,4.05,771.65,62.0,3.5,40.0,-2.75,13,1,2,0,18.201481481481476,39.12018518518519,14.151481481481476,70.0,60.0,70.0,170.0,80.0,60.0,66.66666666666667,85.0,68.33333333333333,42.308391602615224
70,4.16666666666667,771.6333333333331,61.0,3.3333333333333295,40.0,-2.86666666666667,13,1,2,0,18.24148148148149,38.70777777777779,14.07481481481482,60.0,70.0,60.0,70.0,170.0,80.0,63.333333333333336,85.0,67.5,42.308391602615224
80,4.28333333333333,771.616666666667,60.0,3.16666666666667,40.0,-2.9833333333333294,13,1,2,0,18.295462962962958,38.517222222222216,14.012129629629628,70.0,60.0,70.0,60.0,70.0,170.0,66.66666666666667,83.33333333333333,69.16666666666667,42.73952113286845
70,4.4,771.6,59.0,3.0,40.0,-3.1,14,1,2,0,18.317129629629633,38.35425925925925,13.917129629629633,80.0,70.0,60.0,70.0,60.0,70.0,70.0,68.33333333333333,70.0,7.527726527106672
70,4.41666666666667,771.5,58.33333333333329,3.0,40.0,-3.2166666666666694,14,1,2,0,18.362222222222222,38.15925925925927,13.945555555555552,70.0,80.0,70.0,60.0,70.0,60.0,73.33333333333333,68.33333333333333,72.5,7.527726527106672
70,4.43333333333333,771.4,57.66666666666671,3.0,40.0,-3.3333333333333295,14,1,2,0,18.40592592592593,37.87777777777777,13.972592592592601,70.0,70.0,80.0,70.0,60.0,70.0,73.33333333333333,70.0,75.0,6.3245553203556675
30,4.45,771.2999999999998,57.0,3.0,40.0,-3.45,14,1,2,0,18.45259259259259,37.67074074074074,14.002592592592592,70.0,70.0,70.0,80.0,70.0,60.0,70.0,70.0,77.5,6.3245553203556675
30,4.46666666666667,771.2,56.33333333333329,3.0,40.0,-3.56666666666667,14,1,2,0,18.48814814814814,37.31740740740741,14.021481481481471,30.0,70.0,70.0,70.0,80.0,70.0,56.666666666666664,65.0,75.0,17.606816861665767
30,4.48333333333333,771.1,55.66666666666671,3.0,40.0,-3.6833333333333296,14,1,2,0,18.55851851851851,37.20537037037037,14.07518518518518,30.0,30.0,70.0,70.0,70.0,80.0,43.333333333333336,58.333333333333336,70.83333333333333,22.286019533934343
110,4.5,771.0,55.0,3.0,40.0,-3.8,15,1,2,0,18.604814814814812,37.12814814814814,14.104814814814812,30.0,30.0,30.0,70.0,70.0,70.0,30.0,50.0,59.166666666666664,21.90890230021199
50,4.53333333333333,770.966666666667,54.33333333333329,2.8333333333333295,40.0,-3.9333333333333296,15,1,2,0,18.675185185185185,36.99555555555556,14.141851851851856,110.0,30.0,30.0,30.0,70.0,70.0,56.666666666666664,56.666666666666664,62.5,32.65986323711265
60,4.56666666666667,770.9333333333329,53.66666666666671,2.66666666666667,40.0,-4.06666666666667,15,1,2,0,18.708518518518517,36.83916666666666,14.141851851851847,50.0,110.0,30.0,30.0,30.0,70.0,63.333333333333336,53.333333333333336,61.666666666666664,32.04163957519811
50,4.6,770.9,53.0,2.5,40.0,-4.2,15,1,2,0,18.749999999999996,36.21444444444445,14.149999999999997,60.0,50.0,110.0,30.0,30.0,30.0,73.33333333333333,51.666666666666664,60.833333333333336,31.25166662222835
50,4.633333333333329,770.866666666667,52.33333333333329,2.3333333333333295,40.0,-4.3333333333333295,15,1,2,0,18.78481481481481,36.03518518518517,14.151481481481479,50.0,60.0,50.0,110.0,30.0,30.0,53.333333333333336,55.0,60.0,29.49576240750925
50,4.66666666666667,770.8333333333329,51.66666666666671,2.16666666666667,40.0,-4.46666666666667,15,1,2,0,18.839629629629634,35.7925925925926,14.172962962962965,50.0,50.0,60.0,50.0,110.0,30.0,53.333333333333336,58.333333333333336,58.333333333333336,27.141603981100733
40,4.7,770.7999999999998,51.0,2.0,40.0,-4.6,16,1,2,0,18.858148148148143,35.50407407407407,14.158148148148143,50.0,50.0,50.0,60.0,50.0,110.0,50.0,61.666666666666664,55.833333333333336,24.013884872442112
50,4.6,770.716666666667,51.5,2.16666666666667,40.0,-4.5833333333333295,16,1,2,0,18.88111111111111,35.464999999999996,14.28111111111111,40.0,50.0,50.0,50.0,60.0,50.0,46.666666666666664,50.0,53.333333333333336,6.32455532035529
50,4.5,770.6333333333331,52.0,2.3333333333333295,40.0,-4.56666666666667,16,1,2,0,18.861851851851853,35.528888888888886,14.361851851851853,50.0,40.0,50.0,50.0,50.0,60.0,46.666666666666664,50.0,51.666666666666664,6.32455532035529
50,4.4,770.5499999999998,52.5,2.5,40.0,-4.55,16,1,2,0,18.85111111111111,35.50222222222223,14.451111111111109,50.0,50.0,40.0,50.0,50.0,50.0,46.666666666666664,48.333333333333336,50.0,4.0824829046672875
60,4.3,770.466666666667,53.0,2.66666666666667,40.0,-4.53333333333333,16,1,2,0,18.825555555555557,35.45537037037037,14.525555555555556,50.0,50.0,50.0,40.0,50.0,50.0,50.0,48.333333333333336,51.666666666666664,4.0824829046672875
40,4.2,770.3833333333331,53.5,2.8333333333333295,40.0,-4.51666666666667,16,1,2,0,18.825555555555557,35.279629629629625,14.625555555555557,60.0,50.0,50.0,50.0,40.0,50.0,53.333333333333336,50.0,54.166666666666664,6.32455532035529
50,4.1,770.2999999999998,54.0,3.0,40.0,-4.5,17,1,2,0,18.8037037037037,35.17666666666666,14.7037037037037,40.0,60.0,50.0,50.0,50.0,40.0,50.0,48.333333333333336,55.0,7.527726527106352
50,3.75,770.266666666667,55.83333333333329,3.0,40.0,-4.4,17,1,2,0,18.79555555555556,35.17111111111112,15.04555555555556,50.0,40.0,60.0,50.0,50.0,50.0,50.0,50.0,50.0,6.32455532035529
50,3.4,770.233333333333,57.66666666666671,3.0,40.0,-4.3,17,1,2,0,18.721111111111107,35.242222222222225,15.321111111111106,50.0,50.0,40.0,60.0,50.0,50.0,46.666666666666664,50.0,50.0,6.32455532035529
60,3.05,770.2,59.5,3.0,40.0,-4.2,17,1,2,0,18.646666666666672,35.31333333333333,15.596666666666671,50.0,50.0,50.0,40.0,60.0,50.0,50.0,50.0,49.166666666666664,6.32455532035529
40,2.7,770.1666666666669,61.33333333333329,3.0,40.0,-4.1,17,1,2,0,18.566666666666663,35.41740740740741,15.866666666666664,60.0,50.0,50.0,50.0,40.0,60.0,53.333333333333336,51.666666666666664,50.0,7.527726527106409
70,2.35,770.1333333333331,63.16666666666671,3.0,40.0,-4.0,17,1,2,0,18.468148148148142,35.59555555555556,16.11814814814814,40.0,60.0,50.0,50.0,50.0,40.0,50.0,48.333333333333336,49.166666666666664,7.527726527106352
70,2.0,770.1,65.0,3.0,40.0,-3.9,18,1,2,0,18.36444444444445,35.85074074074075,16.36444444444445,70.0,40.0,60.0,50.0,50.0,50.0,56.666666666666664,53.333333333333336,50.833333333333336,10.327955589897835
90,1.85,770.116666666667,65.5,2.66666666666667,40.0,-3.95,18,1,2,0,18.291296296296306,36.036203703703706,16.441296296296304,70.0,70.0,40.0,60.0,50.0,50.0,60.0,56.666666666666664,53.333333333333336,12.110601416399716
90,1.7,770.1333333333331,66.0,2.3333333333333295,40.0,-4.0,18,1,2,0,18.186296296296284,36.23148148148146,16.486296296296285,90.0,70.0,70.0,40.0,60.0,50.0,76.66666666666667,63.333333333333336,56.666666666666664,17.511900715425053
100,1.55,770.15,66.5,2.0,40.0,-4.05,18,1,2,0,18.114907407407408,36.428888888888906,16.564907407407407,90.0,90.0,70.0,70.0,40.0,60.0,83.33333333333333,70.0,60.0,18.97366596101659
180,1.4,770.1666666666669,67.0,1.66666666666667,40.0,-4.1,18,1,2,0,18.062962962962963,36.61925925925927,16.662962962962965,100.0,90.0,90.0,70.0,70.0,40.0,93.33333333333333,76.66666666666667,64.16666666666667,21.602468994698455
390,1.25,770.1833333333329,67.5,1.33333333333333,40.0,-4.15,18,1,2,0,18.02629629629629,36.89,16.77629629629629,180.0,100.0,90.0,90.0,70.0,70.0,123.33333333333333,100.0,74.16666666666667,40.98780306384142
370,1.1,770.2,68.0,1.0,40.0,-4.2,19,1,2,0,17.98222222222223,37.117592592592594,16.88222222222223,390.0,180.0,100.0,90.0,90.0,70.0,223.33333333333334,153.33333333333334,103.33333333333333,122.09286083414922
120,0.883333333333333,770.15,69.1666666666667,1.0,38.16666666666669,-4.2,19,1,2,0,17.959629629629628,37.774074074074065,17.076296296296295,370.0,390.0,180.0,100.0,90.0,90.0,313.3333333333333,203.33333333333334,130.0,141.09098719148201
100,0.666666666666667,770.1,70.3333333333333,1.0,36.33333333333329,-4.2,19,1,2,0,17.96101851851852,38.33092592592593,17.294351851851854,120.0,370.0,390.0,180.0,100.0,90.0,293.3333333333333,208.33333333333334,135.83333333333334,136.73575489485896
120,0.45,770.0499999999998,71.5,1.0,34.5,-4.2,19,1,2,0,17.926296296296286,38.49148148148148,17.476296296296287,100.0,120.0,370.0,390.0,180.0,100.0,196.66666666666666,210.0,140.0,135.0555441290741
120,0.233333333333333,770.0,72.6666666666667,1.0,32.66666666666669,-4.2,19,1,2,0,17.934629629629633,38.70148148148149,17.7012962962963,120.0,100.0,120.0,370.0,390.0,180.0,113.33333333333333,213.33333333333334,145.0,132.01010062365282
100,0.0166666666666666,769.95,73.8333333333333,1.0,30.8333333333333,-4.2,19,1,2,0,17.938055555555554,38.87990740740741,17.921388888888888,120.0,120.0,100.0,120.0,370.0,390.0,113.33333333333333,203.33333333333334,151.66666666666666,137.2103008766723
90,-0.2,769.9,75.0,1.0,29.0,-4.2,20,1,2,0,17.947407407407407,38.94888888888889,18.147407407407407,100.0,120.0,120.0,100.0,120.0,370.0,113.33333333333333,155.0,154.16666666666666,105.78279633286435
90,-0.45,769.866666666667,76.5,1.0,28.166666666666696,-4.18333333333333,20,1,2,0,17.97074074074074,38.88370370370368,18.42074074074074,90.0,100.0,120.0,120.0,100.0,120.0,103.33333333333333,108.33333333333333,155.83333333333334,13.291601358260406
80,-0.7,769.8333333333329,78.0,1.0,27.3333333333333,-4.16666666666667,20,1,2,0,17.966296296296285,38.73305555555555,18.666296296296284,90.0,90.0,100.0,120.0,120.0,100.0,93.33333333333333,103.33333333333333,155.83333333333334,13.662601021288301
120,-0.95,769.7999999999998,79.5,1.0,26.5,-4.15,20,1,2,0,17.938571428571425,38.62264550264551,18.888571428571424,80.0,90.0,90.0,100.0,120.0,120.0,86.66666666666667,100.0,155.0,16.73320053068869
110,-1.2,769.766666666667,81.0,1.0,25.666666666666696,-4.133333333333329,20,1,2,0,17.890976430976437,38.64747474747475,19.090976430976436,120.0,80.0,90.0,90.0,100.0,120.0,96.66666666666667,100.0,156.66666666666666,16.73320053068869
140,-1.45,769.733333333333,82.5,1.0,24.8333333333333,-4.11666666666667,20,1,2,0,17.907037037037032,38.71407407407406,19.35703703703703,110.0,120.0,80.0,90.0,90.0,100.0,103.33333333333333,98.33333333333333,150.83333333333334,14.719601443887889
120,-1.7,769.7,84.0,1.0,24.0,-4.1,21,1,2,0,18.095925925925922,43.589999999999996,19.79592592592592,140.0,110.0,120.0,80.0,90.0,90.0,123.33333333333333,105.0,130.0,22.58317958127779
110,-1.66666666666667,769.6833333333329,83.8333333333333,1.0,24.166666666666696,-4.0833333333333295,21,1,2,0,18.058518518518518,43.165833333333325,19.72518518518519,120.0,140.0,110.0,120.0,80.0,90.0,123.33333333333333,110.0,109.16666666666667,21.90890230021221
100,-1.63333333333333,769.6666666666669,83.6666666666667,1.0,24.3333333333333,-4.06666666666667,21,1,2,0,18.034166666666653,43.11935185185185,19.667499999999983,110.0,120.0,140.0,110.0,120.0,80.0,123.33333333333333,113.33333333333333,108.33333333333333,19.663841605009726
110,-1.6,769.65,83.5,1.0,24.5,-4.05,21,1,2,0,18.027407407407413,42.86111111111111,19.627407407407414,100.0,110.0,120.0,140.0,110.0,120.0,110.0,116.66666666666667,108.33333333333333,13.662601021288468
80,-1.56666666666667,769.6333333333331,83.3333333333333,1.0,24.666666666666696,-4.03333333333333,21,1,2,0,18.10111111111111,44.30259259259259,19.66777777777778,110.0,100.0,110.0,120.0,140.0,110.0,106.66666666666667,115.0,107.5,13.784048752099126
90,-1.53333333333333,769.616666666667,83.1666666666667,1.0,24.8333333333333,-4.01666666666667,21,1,2,0,18.065185185185186,44.16333333333333,19.598518518518517,80.0,110.0,100.0,110.0,120.0,140.0,96.66666666666667,110.0,104.16666666666667,20.000000000006096
90,-1.5,769.6,83.0,1.0,25.0,-4.0,22,1,2,0,17.984074074074083,43.655555555555566,19.484074074074083,90.0,80.0,110.0,100.0,110.0,120.0,93.33333333333333,101.66666666666667,103.33333333333333,14.71960144388793
70,-1.55,769.516666666667,83.3333333333333,1.0,24.5,-4.0,22,1,2,0,17.915185185185173,43.331111111111106,19.465185185185174,90.0,90.0,80.0,110.0,100.0,110.0,86.66666666666667,96.66666666666667,103.33333333333333,12.110601416399845
70,-1.6,769.4333333333329,83.6666666666667,1.0,24.0,-4.0,22,1,2,0,17.87592592592593,42.93851851851851,19.47592592592593,70.0,90.0,90.0,80.0,110.0,100.0,83.33333333333333,90.0,101.66666666666667,14.14213562373933
50,-1.65,769.35,84.0,1.0,23.5,-4.0,22,1,2,0,17.80240740740741,42.5886111111111,19.45240740740741,70.0,70.0,90.0,90.0,80.0,110.0,76.66666666666667,85.0,100.83333333333333,15.165750888110859
40,-1.7,769.266666666667,84.3333333333333,1.0,23.0,-4.0,22,1,2,0,17.76148148148149,42.284814814814816,19.46148148148149,50.0,70.0,70.0,90.0,90.0,80.0,63.333333333333336,75.0,95.0,15.165750888110745
50,-1.75,769.1833333333329,84.6666666666667,1.0,22.5,-4.0,22,1,2,0,17.703333333333333,42.358148148148146,19.453333333333333,40.0,50.0,70.0,70.0,90.0,90.0,53.333333333333336,68.33333333333333,89.16666666666667,20.412414523198777
50,-1.8,769.1,85.0,1.0,22.0,-4.0,23,1,2,0,17.6661111111111,42.47648148148148,19.4661111111111,50.0,40.0,50.0,70.0,70.0,90.0,46.666666666666664,61.666666666666664,81.66666666666667,18.348478592703373
60,-2.0,768.983333333333,85.5,1.0,29.0,-4.133333333333329,23,1,2,0,17.59296296296296,42.471111111111114,19.59296296296296,50.0,50.0,40.0,50.0,70.0,70.0,46.666666666666664,55.0,75.83333333333333,12.247448713925067
60,-2.2,768.866666666667,86.0,1.0,36.0,-4.26666666666667,23,1,2,0,17.527037037037044,42.449999999999996,19.727037037037043,60.0,50.0,50.0,40.0,50.0,70.0,53.333333333333336,53.333333333333336,71.66666666666667,10.327955589897297
60,-2.4,768.75,86.5,1.0,43.0,-4.4,23,1,2,0,17.488518518518514,42.469259259259246,19.888518518518513,60.0,60.0,50.0,50.0,40.0,50.0,56.666666666666664,51.666666666666664,68.33333333333333,7.527726527105657
60,-2.6,768.6333333333331,87.0,1.0,50.0,-4.53333333333333,23,1,2,0,17.45277777777778,42.499074074074066,20.05277777777778,60.0,60.0,60.0,50.0,50.0,40.0,60.0,53.333333333333336,64.16666666666667,8.164965809290987
60,-2.8,768.516666666667,87.5,1.0,57.0,-4.66666666666667,23,1,2,0,17.403888888888876,42.4949074074074,20.203888888888876,60.0,60.0,60.0,60.0,50.0,50.0,60.0,56.666666666666664,62.5,5.163977794965044
60,-3.0,768.4,88.0,1.0,64.0,-4.8,0,2,2,0,17.37074074074074,42.475185185185175,20.37074074074074,60.0,60.0,60.0,60.0,60.0,50.0,60.0,58.333333333333336,60.0,4.082482904666308
60,-3.11666666666667,768.25,88.6666666666667,1.16666666666667,63.83333333333329,-4.8,0,2,2,0,17.314259259259266,42.43361111111111,20.430925925925937,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,57.5,1.505325894770714e-05
40,-3.2333333333333294,768.1,89.3333333333333,1.33333333333333,63.66666666666669,-4.8,0,2,2,0,17.269259259259265,42.39851851851852,20.502592592592595,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,56.666666666666664,1.505325894770714e-05
50,-3.35,767.95,90.0,1.5,63.5,-4.8,0,2,2,0,17.258518518518517,42.44851851851851,20.60851851851852,40.0,60.0,60.0,60.0,60.0,60.0,53.333333333333336,56.666666666666664,54.166666666666664,8.164965809291061
40,-3.4666666666666694,767.7999999999998,90.6666666666667,1.66666666666667,63.33333333333329,-4.8,0,2,2,0,17.214814814814808,42.448518518518526,20.681481481481477,50.0,40.0,60.0,60.0,60.0,60.0,50.0,55.0,54.166666666666664,8.366600265354187
50,-3.5833333333333295,767.65,91.3333333333333,1.8333333333333297,63.16666666666669,-4.8,0,2,2,0,17.20185185185185,42.55185185185186,20.785185185185178,40.0,50.0,40.0,60.0,60.0,60.0,43.333333333333336,51.666666666666664,54.166666666666664,9.831920802513118
70,-3.7,767.5,92.0,2.0,63.0,-4.8,1,2,2,0,17.19074074074074,42.66296296296296,20.89074074074074,50.0,40.0,50.0,40.0,60.0,60.0,46.666666666666664,50.0,54.166666666666664,8.94427191001162
60,-3.4833333333333294,767.366666666667,91.0,2.16666666666667,56.0,-4.73333333333333,1,2,2,0,17.17962962962962,42.8088888888889,20.66296296296295,70.0,50.0,40.0,50.0,40.0,60.0,53.333333333333336,51.666666666666664,55.833333333333336,11.690451944509682
60,-3.2666666666666706,767.233333333333,90.0,2.3333333333333295,49.0,-4.66666666666667,1,2,2,0,17.17407407407406,42.89916666666666,20.44074074074073,60.0,70.0,50.0,40.0,50.0,40.0,60.0,51.666666666666664,55.833333333333336,11.690451944509682
60,-3.05,767.1,89.0,2.5,42.0,-4.6,1,2,2,0,17.16111111111111,43.01185185185185,20.211111111111112,60.0,60.0,70.0,50.0,40.0,50.0,63.333333333333336,55.0,55.833333333333336,10.48808848171223
50,-2.8333333333333295,766.966666666667,88.0,2.66666666666667,35.0,-4.53333333333333,1,2,2,0,17.17,43.065185185185186,20.00333333333333,60.0,60.0,60.0,70.0,50.0,40.0,60.0,56.666666666666664,55.833333333333336,10.327955589897355
70,-2.61666666666667,766.8333333333329,87.0,2.8333333333333295,28.0,-4.46666666666667,1,2,2,0,17.16703703703703,43.125555555555565,19.7837037037037,50.0,60.0,60.0,60.0,70.0,50.0,56.666666666666664,58.333333333333336,55.0,7.527726527105818
60,-2.4,766.7,86.0,3.0,21.0,-4.4,2,2,2,0,17.14111111111111,43.14407407407407,19.541111111111107,70.0,50.0,60.0,60.0,60.0,70.0,60.0,61.666666666666664,55.833333333333336,7.5277265271059
60,-2.53333333333333,766.6333333333331,86.3333333333333,2.66666666666667,20.8333333333333,-4.5,2,2,2,0,17.122592592592596,43.14481481481481,19.655925925925928,60.0,70.0,50.0,60.0,60.0,60.0,60.0,60.0,55.833333333333336,6.324555320354671
70,-2.66666666666667,766.5666666666668,86.6666666666667,2.3333333333333295,20.666666666666696,-4.6,2,2,2,0,17.09722222222222,43.13592592592593,19.763888888888893,60.0,60.0,70.0,50.0,60.0,60.0,63.333333333333336,60.0,55.833333333333336,6.324555320354671
60,-2.8,766.5,87.0,2.0,20.5,-4.7,2,2,2,0,17.060370370370375,43.104814814814816,19.860370370370376,70.0,60.0,60.0,70.0,50.0,60.0,63.333333333333336,61.666666666666664,58.333333333333336,7.5277265271059
40,-2.93333333333333,766.4333333333329,87.3333333333333,1.66666666666667,20.3333333333333,-4.8,2,2,2,0,17.022962962962964,43.044074074074075,19.956296296296294,60.0,70.0,60.0,60.0,70.0,50.0,63.333333333333336,61.666666666666664,59.166666666666664,7.5277265271059
40,-3.06666666666667,766.366666666667,87.6666666666667,1.33333333333333,20.166666666666696,-4.9,2,2,2,0,16.984814814814815,43.041851851851845,20.051481481481485,40.0,60.0,70.0,60.0,60.0,70.0,56.666666666666664,60.0,59.166666666666664,10.954451150113663
30,-3.2,766.2999999999998,88.0,1.0,20.0,-5.0,3,2,2,0,16.927777777777788,42.985185185185195,20.127777777777787,40.0,40.0,60.0,70.0,60.0,60.0,46.666666666666664,55.0,58.333333333333336,12.247448713925063
60,-3.13333333333333,766.1833333333329,87.6666666666667,1.16666666666667,20.166666666666696,-4.96666666666667,3,2,2,0,16.90888888888889,43.05999999999999,20.042222222222218,30.0,40.0,40.0,60.0,70.0,60.0,36.666666666666664,50.0,55.0,15.491933384836859
